,strain,gene,genotype,growth_rate
140643,seg_44D,gene_8556,Lab strain,7.27039187893719
140644,seg_44D,gene_8569,Wild isolate,7.27039187893719
140645,seg_44D,gene_8583,Wild isolate,7.27039187893719
140646,seg_44D,gene_8596,Wild isolate,7.27039187893719
140647,seg_44D,gene_8609,Wild isolate,7.27039187893719
140648,seg_44D,gene_8623,Wild isolate,7.27039187893719
140649,seg_44D,gene_8636,Wild isolate,7.27039187893719
140650,seg_44D,gene_8649,Wild isolate,7.27039187893719
140651,seg_44D,gene_8663,Wild isolate,7.27039187893719
140652,seg_44D,gene_8676,Wild isolate,7.27039187893719
140653,seg_44D,gene_8689,Wild isolate,7.27039187893719
140654,seg_44D,gene_8703,Wild isolate,7.27039187893719
140655,seg_44D,gene_8716,Wild isolate,7.27039187893719
140656,seg_44D,gene_8729,Wild isolate,7.27039187893719
140657,seg_44D,gene_8743,Wild isolate,7.27039187893719
140658,seg_44D,gene_8756,Wild isolate,7.27039187893719
140659,seg_44D,gene_8769,Wild isolate,7.27039187893719
140660,seg_44D,gene_8783,Wild isolate,7.27039187893719
140661,seg_44D,gene_8796,Wild isolate,7.27039187893719
140662,seg_44D,gene_8809,Wild isolate,7.27039187893719
140663,seg_44D,gene_8823,Wild isolate,7.27039187893719
140664,seg_44D,gene_8836,Wild isolate,7.27039187893719
140665,seg_44D,gene_8849,Wild isolate,7.27039187893719
140666,seg_44D,gene_8863,Wild isolate,7.27039187893719
140667,seg_44D,gene_8876,Wild isolate,7.27039187893719
140668,seg_44D,gene_8889,Wild isolate,7.27039187893719
140669,seg_44D,gene_8902,Wild isolate,7.27039187893719
140670,seg_44D,gene_8916,Lab strain,7.27039187893719
140671,seg_44D,gene_8929,Lab strain,7.27039187893719
140672,seg_44D,gene_8942,Lab strain,7.27039187893719
140673,seg_44D,gene_8956,Lab strain,7.27039187893719
140674,seg_44D,gene_8969,Lab strain,7.27039187893719
140675,seg_44D,gene_8982,Lab strain,7.27039187893719
140676,seg_44D,gene_8996,Lab strain,7.27039187893719
140677,seg_44D,gene_9009,Lab strain,7.27039187893719
140678,seg_44D,gene_9022,Lab strain,7.27039187893719
140679,seg_44D,gene_9036,Lab strain,7.27039187893719
140680,seg_44D,gene_9049,Lab strain,7.27039187893719
140681,seg_44D,gene_9062,Lab strain,7.27039187893719
140682,seg_44D,gene_9076,Lab strain,7.27039187893719
140683,seg_44D,gene_9089,Wild isolate,7.27039187893719
140684,seg_44D,gene_9102,Wild isolate,7.27039187893719
140685,seg_44D,gene_9116,Wild isolate,7.27039187893719
140686,seg_44D,gene_9129,Wild isolate,7.27039187893719
140687,seg_44D,gene_9142,Wild isolate,7.27039187893719
140688,seg_44D,gene_9156,Wild isolate,7.27039187893719
140689,seg_44D,gene_9169,Wild isolate,7.27039187893719
140690,seg_44D,gene_9182,Wild isolate,7.27039187893719
140691,seg_44D,gene_9196,Wild isolate,7.27039187893719
140692,seg_44D,gene_9209,Wild isolate,7.27039187893719
140693,seg_44D,gene_9222,Wild isolate,7.27039187893719
140694,seg_44D,gene_9236,Wild isolate,7.27039187893719
140695,seg_44D,gene_9249,Wild isolate,7.27039187893719
140696,seg_44D,gene_9262,Wild isolate,7.27039187893719
140697,seg_44D,gene_9276,Wild isolate,7.27039187893719
140698,seg_44D,gene_9289,Wild isolate,7.27039187893719
140699,seg_44D,gene_9302,Wild isolate,7.27039187893719
140700,seg_44D,gene_9316,Wild isolate,7.27039187893719
140701,seg_44D,gene_9329,Wild isolate,7.27039187893719
140702,seg_44D,gene_9342,Wild isolate,7.27039187893719
140703,seg_44D,gene_9356,Wild isolate,7.27039187893719
140704,seg_44D,gene_9369,Wild isolate,7.27039187893719
140705,seg_44D,gene_9382,Wild isolate,7.27039187893719
140706,seg_44D,gene_9396,Wild isolate,7.27039187893719
140707,seg_44D,gene_9409,Wild isolate,7.27039187893719
140708,seg_44D,gene_9422,Wild isolate,7.27039187893719
140709,seg_44D,gene_9436,Wild isolate,7.27039187893719
140710,seg_44D,gene_9449,Wild isolate,7.27039187893719
140711,seg_44D,gene_9462,Wild isolate,7.27039187893719
140712,seg_44D,gene_9476,Wild isolate,7.27039187893719
140713,seg_44D,gene_9489,Wild isolate,7.27039187893719
140714,seg_44D,gene_9502,Wild isolate,7.27039187893719
140715,seg_44D,gene_9515,Wild isolate,7.27039187893719
140716,seg_44D,gene_9529,Wild isolate,7.27039187893719
140717,seg_44D,gene_9542,Wild isolate,7.27039187893719
140718,seg_44D,gene_9555,Wild isolate,7.27039187893719
140719,seg_44D,gene_9569,Wild isolate,7.27039187893719
140720,seg_44D,gene_9582,Wild isolate,7.27039187893719
140721,seg_44D,gene_9595,Wild isolate,7.27039187893719
140722,seg_44D,gene_9609,Wild isolate,7.27039187893719
140723,seg_44D,gene_9622,Wild isolate,7.27039187893719
140724,seg_44D,gene_9635,Wild isolate,7.27039187893719
140725,seg_44D,gene_9649,Wild isolate,7.27039187893719
140726,seg_44D,gene_9662,Wild isolate,7.27039187893719
140727,seg_44D,gene_9675,Wild isolate,7.27039187893719
140728,seg_44D,gene_9689,Lab strain,7.27039187893719
140729,seg_44D,gene_9702,Lab strain,7.27039187893719
140730,seg_44D,gene_9715,Lab strain,7.27039187893719
140731,seg_44D,gene_9729,Lab strain,7.27039187893719
140732,seg_44D,gene_9742,Lab strain,7.27039187893719
140733,seg_44D,gene_9755,Lab strain,7.27039187893719
140734,seg_44D,gene_9769,Lab strain,7.27039187893719
140735,seg_44D,gene_9782,Lab strain,7.27039187893719
140736,seg_44D,gene_9795,Lab strain,7.27039187893719
140737,seg_44D,gene_9809,Lab strain,7.27039187893719
140738,seg_44D,gene_9822,Lab strain,7.27039187893719
140739,seg_44D,gene_9835,Lab strain,7.27039187893719
140740,seg_44D,gene_9849,Lab strain,7.27039187893719
140741,seg_44D,gene_9862,Lab strain,7.27039187893719
140742,seg_44D,gene_9875,Lab strain,7.27039187893719
140743,seg_44D,gene_9889,Lab strain,7.27039187893719
140744,seg_44D,gene_9902,Lab strain,7.27039187893719
140745,seg_44D,gene_9915,Lab strain,7.27039187893719
140746,seg_44D,gene_9929,Lab strain,7.27039187893719
140747,seg_44D,gene_9942,Lab strain,7.27039187893719
140748,seg_44D,gene_9955,Lab strain,7.27039187893719
140749,seg_44D,gene_9969,Lab strain,7.27039187893719
140750,seg_44D,gene_9982,Lab strain,7.27039187893719
140751,seg_44D,gene_9995,Lab strain,7.27039187893719
140752,seg_44D,gene_10009,Lab strain,7.27039187893719
140753,seg_44D,gene_10022,Lab strain,7.27039187893719
140754,seg_44D,gene_10035,Lab strain,7.27039187893719
140755,seg_44D,gene_10049,Lab strain,7.27039187893719
140756,seg_44D,gene_10062,Lab strain,7.27039187893719
140757,seg_44D,gene_10075,Lab strain,7.27039187893719
140758,seg_44D,gene_10089,Lab strain,7.27039187893719
140759,seg_44D,gene_10102,Wild isolate,7.27039187893719
140760,seg_44D,gene_10115,Wild isolate,7.27039187893719
140761,seg_44D,gene_10129,Wild isolate,7.27039187893719
140762,seg_44D,gene_10142,Wild isolate,7.27039187893719
140763,seg_44D,gene_10155,Wild isolate,7.27039187893719
140764,seg_44D,gene_10168,Wild isolate,7.27039187893719
140765,seg_44D,gene_10182,Wild isolate,7.27039187893719
140766,seg_44D,gene_10195,Wild isolate,7.27039187893719
140767,seg_44D,gene_10208,Wild isolate,7.27039187893719
140768,seg_44D,gene_10222,Lab strain,7.27039187893719
140769,seg_44D,gene_10235,Lab strain,7.27039187893719
140770,seg_44D,gene_10248,Lab strain,7.27039187893719
140771,seg_44D,gene_10262,Lab strain,7.27039187893719
140772,seg_44D,gene_10275,Lab strain,7.27039187893719
140773,seg_44D,gene_10288,Lab strain,7.27039187893719
140774,seg_44D,gene_10302,Lab strain,7.27039187893719
140775,seg_44D,gene_10315,Lab strain,7.27039187893719
140776,seg_44D,gene_10328,Lab strain,7.27039187893719
140777,seg_44D,gene_10342,Lab strain,7.27039187893719
140778,seg_44D,gene_10355,Lab strain,7.27039187893719
140779,seg_44D,gene_10368,Lab strain,7.27039187893719
140780,seg_44D,gene_10382,Lab strain,7.27039187893719
140781,seg_44D,gene_10395,Lab strain,7.27039187893719
140782,seg_44D,gene_10408,Lab strain,7.27039187893719
140783,seg_44D,gene_10422,Lab strain,7.27039187893719
140784,seg_44D,gene_10435,Lab strain,7.27039187893719
140785,seg_44D,gene_10448,Lab strain,7.27039187893719
140786,seg_44D,gene_10462,Lab strain,7.27039187893719
140787,seg_44D,gene_10475,Lab strain,7.27039187893719
140788,seg_44D,gene_10488,Lab strain,7.27039187893719
140789,seg_44D,gene_10502,Lab strain,7.27039187893719
140790,seg_44D,gene_10515,Lab strain,7.27039187893719
140791,seg_44D,gene_10528,Lab strain,7.27039187893719
140792,seg_44D,gene_10542,Lab strain,7.27039187893719
140793,seg_44D,gene_10555,Lab strain,7.27039187893719
140794,seg_44D,gene_10568,Lab strain,7.27039187893719
140795,seg_44D,gene_10582,Lab strain,7.27039187893719
140796,seg_44D,gene_10595,Lab strain,7.27039187893719
140797,seg_44D,gene_10608,Lab strain,7.27039187893719
140798,seg_44D,gene_10622,Lab strain,7.27039187893719
140799,seg_44D,gene_10635,Lab strain,7.27039187893719
140800,seg_44D,gene_10648,Lab strain,7.27039187893719
140801,seg_44D,gene_10662,Lab strain,7.27039187893719
140802,seg_44D,gene_10675,Lab strain,7.27039187893719
140803,seg_44D,gene_10688,Lab strain,7.27039187893719
140804,seg_44D,gene_10702,Lab strain,7.27039187893719
140805,seg_44D,gene_10715,Wild isolate,7.27039187893719
140806,seg_44D,gene_10728,Wild isolate,7.27039187893719
140807,seg_44D,gene_10742,Wild isolate,7.27039187893719
140808,seg_44D,gene_10755,Wild isolate,7.27039187893719
140809,seg_44D,gene_10768,Wild isolate,7.27039187893719
140810,seg_44D,gene_10781,Wild isolate,7.27039187893719
140811,seg_44D,gene_10795,Lab strain,7.27039187893719
140812,seg_44D,gene_10808,Lab strain,7.27039187893719
140813,seg_44D,gene_10821,Lab strain,7.27039187893719
140814,seg_44D,gene_10835,Lab strain,7.27039187893719
140815,seg_44D,gene_10848,Lab strain,7.27039187893719
140816,seg_44D,gene_10861,Lab strain,7.27039187893719
140817,seg_44D,gene_10875,Lab strain,7.27039187893719
140818,seg_44D,gene_10888,Lab strain,7.27039187893719
140819,seg_44D,gene_10901,Lab strain,7.27039187893719
140820,seg_44D,gene_10915,Lab strain,7.27039187893719
140821,seg_44D,gene_10928,Lab strain,7.27039187893719
140822,seg_44D,gene_10941,Lab strain,7.27039187893719
140823,seg_44D,gene_10955,Lab strain,7.27039187893719
140824,seg_44D,gene_10968,Wild isolate,7.27039187893719
140825,seg_44D,gene_10981,Wild isolate,7.27039187893719
140826,seg_44D,gene_10995,Wild isolate,7.27039187893719
140827,seg_44D,gene_11008,Wild isolate,7.27039187893719
140828,seg_44D,gene_11021,Wild isolate,7.27039187893719
140829,seg_44D,gene_11035,Wild isolate,7.27039187893719
140830,seg_44D,gene_11048,Wild isolate,7.27039187893719
140831,seg_44D,gene_11061,Wild isolate,7.27039187893719
140832,seg_44D,gene_11075,Wild isolate,7.27039187893719
140833,seg_44D,gene_11088,Wild isolate,7.27039187893719
140834,seg_44D,gene_11101,Wild isolate,7.27039187893719
140835,seg_44D,gene_11115,Wild isolate,7.27039187893719
140836,seg_44D,gene_11128,Wild isolate,7.27039187893719
140837,seg_44D,gene_11141,Wild isolate,7.27039187893719
140838,seg_44D,gene_11155,Wild isolate,7.27039187893719
140839,seg_44D,gene_11168,Wild isolate,7.27039187893719
140840,seg_44D,gene_11181,Wild isolate,7.27039187893719
140841,seg_44D,gene_11195,Wild isolate,7.27039187893719
140842,seg_44D,gene_11208,Wild isolate,7.27039187893719
140843,seg_44D,gene_11221,Wild isolate,7.27039187893719
140844,seg_44D,gene_11235,Wild isolate,7.27039187893719
140845,seg_44D,gene_11248,Wild isolate,7.27039187893719
140846,seg_44D,gene_11261,Wild isolate,7.27039187893719
140847,seg_44D,gene_11275,Wild isolate,7.27039187893719
140848,seg_44D,gene_11288,Wild isolate,7.27039187893719
140849,seg_44D,gene_11301,Wild isolate,7.27039187893719
140850,seg_44D,gene_11315,Wild isolate,7.27039187893719
140851,seg_44D,gene_11328,Wild isolate,7.27039187893719
140852,seg_44D,gene_11341,Wild isolate,7.27039187893719
140853,seg_44D,gene_11355,Wild isolate,7.27039187893719
140854,seg_44D,gene_11368,Wild isolate,7.27039187893719
140855,seg_44D,gene_11381,Wild isolate,7.27039187893719
140856,seg_44D,gene_11395,Wild isolate,7.27039187893719
140857,seg_44D,gene_11408,Wild isolate,7.27039187893719
140858,seg_44D,gene_11421,Wild isolate,7.27039187893719
140859,seg_44D,gene_11434,Wild isolate,7.27039187893719
140860,seg_44D,gene_11448,Wild isolate,7.27039187893719
140861,seg_44D,gene_11461,Wild isolate,7.27039187893719
140862,seg_44D,gene_11474,Wild isolate,7.27039187893719
140863,seg_44D,gene_11488,Wild isolate,7.27039187893719
140864,seg_44D,gene_11501,Wild isolate,7.27039187893719
140865,seg_44D,gene_11514,Lab strain,7.27039187893719
140866,seg_44D,gene_11528,Lab strain,7.27039187893719
140867,seg_44D,gene_11541,Lab strain,7.27039187893719
140868,seg_44D,gene_11554,Lab strain,7.27039187893719
140869,seg_44D,gene_11568,Lab strain,7.27039187893719
140870,seg_44D,gene_11581,Lab strain,7.27039187893719
140871,seg_44D,gene_11594,Lab strain,7.27039187893719
140872,seg_44D,gene_11608,Lab strain,7.27039187893719
140873,seg_44D,gene_11621,Lab strain,7.27039187893719
140874,seg_44D,gene_11634,Lab strain,7.27039187893719
140875,seg_44D,gene_11648,Lab strain,7.27039187893719
140876,seg_44D,gene_11661,Lab strain,7.27039187893719
140877,seg_44D,gene_11674,Lab strain,7.27039187893719
140878,seg_44D,gene_11688,Lab strain,7.27039187893719
140879,seg_44D,gene_11701,Lab strain,7.27039187893719
140880,seg_44D,gene_11714,Lab strain,7.27039187893719
140881,seg_44D,gene_11728,Lab strain,7.27039187893719
140882,seg_44D,gene_11741,Lab strain,7.27039187893719
140883,seg_44D,gene_11754,Lab strain,7.27039187893719
140884,seg_44D,gene_11768,Lab strain,7.27039187893719
140885,seg_44D,gene_11781,Lab strain,7.27039187893719
140886,seg_44D,gene_11794,Lab strain,7.27039187893719
140887,seg_44D,gene_11808,Lab strain,7.27039187893719
140888,seg_44D,gene_11821,Lab strain,7.27039187893719
140889,seg_44D,gene_11834,Lab strain,7.27039187893719
140890,seg_44D,gene_11848,Lab strain,7.27039187893719
140891,seg_44D,gene_11861,Wild isolate,7.27039187893719
140892,seg_44D,gene_11874,Wild isolate,7.27039187893719
140893,seg_44D,gene_11888,Lab strain,7.27039187893719
140894,seg_44D,gene_11901,Lab strain,7.27039187893719
140895,seg_44D,gene_11914,Lab strain,7.27039187893719
140896,seg_44D,gene_11928,Lab strain,7.27039187893719
140897,seg_44D,gene_11941,Lab strain,7.27039187893719
140898,seg_44D,gene_11954,Lab strain,7.27039187893719
140899,seg_44D,gene_11968,Lab strain,7.27039187893719
140900,seg_44D,gene_11981,Lab strain,7.27039187893719
140901,seg_44D,gene_11994,Lab strain,7.27039187893719
140902,seg_44D,gene_12008,Lab strain,7.27039187893719
140903,seg_44D,gene_12021,Lab strain,7.27039187893719
140904,seg_44D,gene_12034,Lab strain,7.27039187893719
140905,seg_44D,gene_12047,Lab strain,7.27039187893719
140906,seg_44D,gene_12061,Lab strain,7.27039187893719
140907,seg_44D,gene_12074,Lab strain,7.27039187893719
140908,seg_44D,gene_12087,Lab strain,7.27039187893719
140909,seg_44D,gene_12101,Lab strain,7.27039187893719
140910,seg_44D,gene_12114,Lab strain,7.27039187893719
140911,seg_44D,gene_12127,Lab strain,7.27039187893719
140912,seg_44D,gene_12141,Lab strain,7.27039187893719
140913,seg_44D,gene_12154,Lab strain,7.27039187893719
140914,seg_44D,gene_12167,Lab strain,7.27039187893719
140915,seg_44D,gene_12181,Lab strain,7.27039187893719
140916,seg_44D,gene_12194,Wild isolate,7.27039187893719
140917,seg_44D,gene_12207,Wild isolate,7.27039187893719
140918,seg_44D,gene_12221,Wild isolate,7.27039187893719
140919,seg_44D,gene_12234,Lab strain,7.27039187893719
140920,seg_44D,gene_12247,Lab strain,7.27039187893719
140921,seg_44D,gene_12261,Lab strain,7.27039187893719
140922,seg_44D,gene_12274,Lab strain,7.27039187893719
140923,seg_44D,gene_12287,Lab strain,7.27039187893719
140924,seg_44D,gene_12301,Lab strain,7.27039187893719
140925,seg_44D,gene_12314,Lab strain,7.27039187893719
140926,seg_44D,gene_12327,Lab strain,7.27039187893719
140927,seg_44D,gene_12341,Lab strain,7.27039187893719
140928,seg_44D,gene_12354,Lab strain,7.27039187893719
140929,seg_44D,gene_12367,Lab strain,7.27039187893719
140930,seg_44D,gene_12381,Lab strain,7.27039187893719
140931,seg_44D,gene_12394,Lab strain,7.27039187893719
140932,seg_44D,gene_12407,Lab strain,7.27039187893719
140933,seg_44D,gene_12421,Lab strain,7.27039187893719
140934,seg_44D,gene_12434,Lab strain,7.27039187893719
140935,seg_44D,gene_12447,Wild isolate,7.27039187893719
140936,seg_44D,gene_12461,Lab strain,7.27039187893719
140937,seg_44D,gene_12474,Lab strain,7.27039187893719
140938,seg_44D,gene_12487,Lab strain,7.27039187893719
140939,seg_44D,gene_12501,Lab strain,7.27039187893719
140940,seg_44D,gene_12514,Lab strain,7.27039187893719
140941,seg_44D,gene_12527,Lab strain,7.27039187893719
140942,seg_44D,gene_12541,Lab strain,7.27039187893719
140943,seg_44D,gene_12554,Lab strain,7.27039187893719
140944,seg_44D,gene_12567,Lab strain,7.27039187893719
140945,seg_44D,gene_12581,Lab strain,7.27039187893719
140946,seg_44D,gene_12594,Lab strain,7.27039187893719
140947,seg_44D,gene_12607,Lab strain,7.27039187893719
140948,seg_44D,gene_12621,Lab strain,7.27039187893719
140949,seg_44D,gene_12634,Lab strain,7.27039187893719
140950,seg_44D,gene_12647,Wild isolate,7.27039187893719
140951,seg_44D,gene_12661,Wild isolate,7.27039187893719
140952,seg_44D,gene_12674,Lab strain,7.27039187893719
140953,seg_44D,gene_12687,Lab strain,7.27039187893719
140954,seg_44D,gene_12700,Lab strain,7.27039187893719
140955,seg_44D,gene_12714,Lab strain,7.27039187893719
140956,seg_44D,gene_12727,Lab strain,7.27039187893719
140957,seg_44D,gene_12740,Wild isolate,7.27039187893719
140958,seg_44D,gene_12754,Wild isolate,7.27039187893719
140959,seg_44D,gene_12767,Wild isolate,7.27039187893719
140960,seg_44D,gene_12780,Wild isolate,7.27039187893719
140961,seg_44D,gene_12794,Wild isolate,7.27039187893719
140962,seg_44D,gene_12807,Wild isolate,7.27039187893719
140963,seg_44D,gene_12820,Wild isolate,7.27039187893719
140964,seg_44D,gene_12834,Wild isolate,7.27039187893719
140965,seg_44D,gene_12847,Wild isolate,7.27039187893719
140966,seg_44D,gene_12860,Wild isolate,7.27039187893719
140967,seg_44D,gene_12874,Wild isolate,7.27039187893719
140968,seg_44D,gene_12887,Wild isolate,7.27039187893719
140969,seg_44D,gene_12900,Wild isolate,7.27039187893719
140970,seg_44D,gene_12914,Lab strain,7.27039187893719
140971,seg_44D,gene_12927,Lab strain,7.27039187893719
140972,seg_44D,gene_12940,Lab strain,7.27039187893719
140973,seg_44D,gene_12954,Lab strain,7.27039187893719
140974,seg_44D,gene_12967,Lab strain,7.27039187893719
140975,seg_44D,gene_12980,Lab strain,7.27039187893719
140976,seg_44D,gene_12994,Lab strain,7.27039187893719
140977,seg_44D,gene_13007,Lab strain,7.27039187893719
140978,seg_44D,gene_13020,Lab strain,7.27039187893719
140979,seg_44D,gene_13034,Lab strain,7.27039187893719
140980,seg_44D,gene_13047,Lab strain,7.27039187893719
140981,seg_44D,gene_13060,Lab strain,7.27039187893719
140982,seg_44D,gene_13074,Lab strain,7.27039187893719
140983,seg_44D,gene_13087,Wild isolate,7.27039187893719
140984,seg_44D,gene_13100,Lab strain,7.27039187893719
140985,seg_44D,gene_13114,Lab strain,7.27039187893719
140986,seg_44D,gene_13127,Lab strain,7.27039187893719
140987,seg_44D,gene_13140,Lab strain,7.27039187893719
140988,seg_44D,gene_13154,Lab strain,7.27039187893719
140989,seg_44D,gene_13167,Lab strain,7.27039187893719
140990,seg_44D,gene_13180,Lab strain,7.27039187893719
140991,seg_44D,gene_13194,Lab strain,7.27039187893719
140992,seg_44D,gene_13207,Lab strain,7.27039187893719
140993,seg_44D,gene_13220,Lab strain,7.27039187893719
140994,seg_44D,gene_13234,Wild isolate,7.27039187893719
140995,seg_44D,gene_13247,Wild isolate,7.27039187893719
140996,seg_44D,gene_13260,Wild isolate,7.27039187893719
140997,seg_44D,gene_13274,Wild isolate,7.27039187893719
140998,seg_44D,gene_13287,Wild isolate,7.27039187893719
